# The All Sky Automated Survey Data
# gp@astrouw.edu.pl
#
# ################   DESCRIPTION   ###############
# The ASAS Photometric Catalog is maintained separately for each
# observed field, so for some stars independent 'datasets' of
# measurements are available. Their mean magnitudes may slightly differ.
#
# In each 'dataset' (starting with #dataset=0,1,2,...):
# 'desig' is ASAS designation (they may differ (by 1) at the last
# digit of the RA & DEC fields)
# 'cra', 'cdec' are initial Catalog coordinates
# 'ndata' is number of points in each dataset
# 'cmag_*',  'cmer_*' are reference magnitude & dispersion for each aperture
# 'nskip_*' is number of data points skipped when calculating 'cmag' & 'cmer'
# 'ra', 'dec', 'mag', 'mer' are coordinates, magnitude and dispersion
# calculated directly from the data
#
# Each data row consists of the following fields:
# -  HJD-2450000
# -  magnitudes (one for each aperture)
# -  frame errors describing average photometric quality of the frame (for each aperture)
# -  frame number
# -  grade :
#    A - best data, no 29.999 (not measured) indication
#    B - mean data, no 29.999 (not measured) indication
#    C - A and B with 29.999 (not measured) indication
#    D - worst data, probably useless
#
# ######### LIGHT CURVE BEGINS NEXT LINE ###########
#ndata= 227
#dataset= 1 ; 1 F0700-64_043
#desig= 065307-5935.7
#cra=    6.885405  06:53:07.5
#cdec= -59.595626 -59:35:44.3
#class= 0
#cmag_0= 11.981
#cmer_0=  0.274
#nskip_0= 1
#cmag_1= 11.978
#cmer_1=  0.274
#nskip_1= 1
#cmag_2= 11.973
#cmer_2=  0.267
#nskip_2= 1
#cmag_3= 11.973
#cmer_3=  0.268
#nskip_3= 1
#cmag_4= 11.983
#cmer_4=  0.271
#nskip_4= 4
#ra=    6.885404  06:53:07.5
#dec= -59.595600 -59:35:44.2
#     HJD      MAG_1  MAG_0  MAG_2  MAG_3  MAG_4    MER_1 MER_0 MER_2 MER_3 MER_4 GRADE FRAME
   1868.74122 12.160 12.124 12.107 12.093 12.086    0.370 0.282 0.244 0.221 0.219  D 125
   1869.73135 12.335 12.305 12.294 12.285 12.302    0.306 0.224 0.187 0.169 0.180  D 284
   1870.73466 11.540 11.594 11.593 11.586 11.596    0.354 0.265 0.232 0.232 0.227  D 433
   1871.75997 10.868 10.508 10.419 10.379 10.359    0.272 0.231 0.205 0.198 0.204  D 574
   1872.74161 12.145 12.178 12.164 12.126 12.129    0.350 0.271 0.232 0.235 0.236  D 727
   1873.73636 11.938 11.855 11.827 11.806 11.816    0.384 0.279 0.248 0.232 0.238  D 887
   1874.73961 12.507 12.636 12.614 12.602 12.637    0.341 0.263 0.228 0.217 0.222  D 1050
   1875.72552 11.736 11.794 11.790 11.774 11.785    0.334 0.253 0.220 0.224 0.210  D 1204
   1876.72442 11.938 11.919 11.905 11.908 11.934    0.288 0.220 0.183 0.170 0.183  D 1365
   1877.72747 12.174 12.255 12.266 12.272 12.280    0.198 0.153 0.136 0.134 0.131  B 1525
   1878.72644 11.460 11.473 11.460 11.458 11.492    0.215 0.165 0.143 0.130 0.140  D 1683
   1879.71766 11.964 11.948 11.963 11.956 11.958    0.174 0.140 0.122 0.124 0.129  B 1835
   1880.71166 12.272 12.277 12.265 12.259 12.257    0.194 0.153 0.135 0.128 0.139  B 1988
   1881.70621 11.433 11.471 11.464 11.445 11.452    0.209 0.170 0.142 0.141 0.143  B 2144
   1885.70256 12.032 12.005 12.025 12.031 12.038    0.109 0.085 0.086 0.085 0.085  B 2451
   1886.70392 12.301 12.256 12.293 12.317 12.326    0.234 0.186 0.150 0.133 0.130  D 2613
   1887.69485 11.501 11.649 11.686 11.692 11.694    0.258 0.200 0.159 0.142 0.141  D 2767
   1888.69424 12.148 12.094 12.125 12.164 12.193    0.237 0.178 0.157 0.151 0.151  D 2927
   1889.69087 12.274 12.279 12.292 12.293 12.349    0.195 0.154 0.125 0.118 0.118  B 3087
   1899.67036 11.997 11.953 11.965 11.969 11.979    0.213 0.184 0.150 0.131 0.130  B 3208
   1900.67964 12.232 12.209 12.212 12.204 12.231    0.157 0.138 0.113 0.102 0.108  B 3370
   1905.66573 29.999 29.999 29.999 29.999 29.999    0.170 0.147 0.125 0.118 0.128  C 4002
   1918.62897 11.666 11.633 11.650 11.646 11.640    0.141 0.119 0.110 0.113 0.107  B 5139
   1954.56262 12.156 12.183 12.195 12.213 12.195    0.053 0.046 0.033 0.032 0.028  A 9819
   1994.50093 11.512 11.522 11.512 11.516 11.554    0.096 0.079 0.054 0.054 0.054  A 13390
   2000.52848 11.816 11.804 11.820 11.807 11.849    0.093 0.106 0.076 0.067 0.070  B 14606
   2008.48979 11.477 11.532 11.549 11.560 11.565    0.088 0.094 0.065 0.054 0.046  B 15107
   2136.88560 11.912 11.860 11.856 11.835 11.837    0.262 0.198 0.179 0.162 0.175  D 29750
   2156.87468 12.087 12.025 12.004 11.997 12.007    0.163 0.123 0.120 0.112 0.126  B 31752
   2166.87472 11.745 11.743 11.715 11.692 11.698    0.135 0.104 0.089 0.091 0.099  B 32014
   2168.82339 12.189 12.181 12.177 12.174 12.183    0.159 0.128 0.107 0.099 0.108  B 32346
   2171.81413 12.268 12.276 12.293 12.291 12.332    0.122 0.091 0.073 0.065 0.077  B 32680
   2172.87027 11.579 11.611 11.600 11.596 11.605    0.114 0.086 0.066 0.060 0.067  B 32889
   2183.80472 11.992 11.930 11.910 11.904 11.898    0.108 0.088 0.079 0.073 0.079  B 33962
   2184.80645 11.937 11.942 11.922 11.934 11.935    0.096 0.079 0.062 0.053 0.055  A 34153
   2185.82927 12.254 12.243 12.231 12.228 12.257    0.086 0.077 0.056 0.046 0.043  A 34351
   2189.82093 11.574 11.589 11.574 11.563 11.574    0.081 0.065 0.049 0.044 0.036  A 34838
   2190.83547 12.092 12.094 12.086 12.065 12.073    0.087 0.069 0.048 0.046 0.050  A 35026
   2192.76375 11.531 11.562 11.557 11.569 11.576    0.137 0.110 0.086 0.082 0.091  B 35346
   2193.87615 12.199 12.196 12.189 12.174 12.157    0.109 0.091 0.068 0.059 0.079  B 35574
   2195.76229 11.563 11.624 11.624 11.565 11.498    0.101 0.095 0.090 0.089 0.089  B 35882
   2197.77414 12.289 12.273 12.279 12.227 12.195    0.109 0.093 0.082 0.076 0.077  B 36196
   2199.75287 12.125 12.104 12.113 12.098 12.102    0.101 0.079 0.065 0.058 0.081  B 36547
   2201.75699 11.867 11.869 11.849 11.854 11.864    0.067 0.052 0.040 0.034 0.039  A 36796
   2202.88152 12.273 12.269 12.266 12.236 12.237    0.061 0.050 0.036 0.031 0.036  A 37015
   2208.73214 12.271 12.266 12.215 12.178 12.138    0.095 0.069 0.050 0.041 0.043  A 37720
   2213.75674 12.230 12.261 12.255 12.245 12.223    0.071 0.057 0.039 0.035 0.035  A 38140
   2214.76858 11.883 11.850 11.848 11.880 11.915    0.070 0.050 0.037 0.035 0.038  A 38294
   2215.81641 11.976 12.064 12.004 12.034 12.068    0.048 0.048 0.030 0.029 0.025  A 38483
   2217.81657 11.564 11.541 11.544 11.521 11.541    0.071 0.062 0.046 0.044 0.039  A 38817
   2222.77779 12.224 12.296 12.353 12.339 12.406    0.045 0.047 0.028 0.036 0.028  A 39246
   2224.75757 12.156 12.150 12.145 12.155 12.151    0.058 0.048 0.032 0.030 0.021  A 39401
   2225.79591 12.205 12.156 12.201 12.219 12.264    0.083 0.067 0.051 0.046 0.042  A 39579
   2226.76156 11.843 11.838 11.836 11.852 11.853    0.048 0.043 0.028 0.029 0.021  A 39717
   2227.79161 12.068 12.083 12.110 12.114 12.211    0.046 0.043 0.029 0.035 0.027  A 39883
   2228.75397 12.078 12.065 12.091 12.073 12.063    0.048 0.045 0.030 0.030 0.024  A 40032
   2229.77100 11.929 11.918 11.919 11.911 11.949    0.047 0.039 0.026 0.033 0.030  A 40202
   2232.74720 11.962 11.951 11.932 11.911 11.890    0.056 0.053 0.036 0.036 0.033  A 40523
   2233.75051 12.196 12.194 12.200 12.184 12.198    0.051 0.051 0.037 0.040 0.032  A 40681
   2234.75091 11.543 11.516 11.520 11.546 11.544    0.043 0.041 0.026 0.027 0.021  A 40839
   2237.74303 11.617 11.583 11.574 11.572 11.580    0.045 0.040 0.028 0.032 0.032  A 41310
   2239.71957 12.386 12.346 12.326 12.278 12.304    0.041 0.042 0.030 0.035 0.029  A 41459
   2242.71660 12.215 12.160 12.231 12.265 12.280    0.051 0.056 0.041 0.043 0.034  A 41936
   2243.71219 11.783 11.815 11.828 11.859 11.847    0.045 0.045 0.035 0.035 0.031  A 42090
   2244.74524 12.266 12.236 12.220 12.220 12.259    0.051 0.049 0.034 0.039 0.033  A 42225
   2247.71207 12.265 12.286 12.361 12.445 12.424    0.056 0.053 0.035 0.047 0.040  A 42365
   2249.71085 12.059 12.006 12.032 12.075 12.067    0.058 0.055 0.041 0.037 0.036  A 42727
   2250.70958 12.202 12.196 12.216 12.201 12.251    0.052 0.044 0.033 0.036 0.033  A 42887
   2251.70587 11.478 11.499 11.484 11.457 11.480    0.052 0.047 0.032 0.039 0.043  A 43047
   2252.70036 11.993 12.021 12.027 12.038 12.077    0.054 0.050 0.035 0.037 0.035  A 43207
   2253.69735 12.346 12.358 12.357 12.370 12.393    0.065 0.054 0.040 0.043 0.040  A 43367
   2254.69814 11.576 11.577 11.571 11.581 11.562    0.052 0.047 0.037 0.042 0.038  A 43496
   2256.69332 12.239 12.271 12.292 12.288 12.314    0.060 0.059 0.048 0.050 0.046  A 43812
   2257.69440 11.696 11.729 11.722 11.699 11.668    0.074 0.065 0.061 0.060 0.056  A 43974
   2258.69113 12.193 12.248 12.261 12.275 12.259    0.069 0.060 0.051 0.056 0.053  A 44133
   2260.68326 11.839 11.797 11.784 11.754 11.746    0.063 0.063 0.050 0.053 0.049  A 44259
   2261.68112 12.313 12.100 12.058 12.064 12.192    0.218 0.206 0.195 0.193 0.191  D 44419
   2262.68011 11.936 11.908 11.830 11.860 11.876    0.074 0.070 0.057 0.061 0.053  A 44563
   2263.67611 11.858 11.925 11.982 11.979 11.996    0.074 0.070 0.059 0.067 0.064  B 44724
   2269.67405 11.918 11.992 12.039 12.082 12.081    0.090 0.090 0.076 0.081 0.077  B 45255
   2270.68140 12.139 12.203 12.281 12.392 12.402    0.090 0.078 0.068 0.074 0.061  B 45423
   2271.66079 11.690 11.647 11.616 11.612 11.657    0.102 0.093 0.078 0.078 0.074  B 45575
   2486.93614 11.720 11.768 11.794 11.853 11.945    0.060 0.053 0.045 0.043 0.036  A 13455
   2497.89949 11.615 11.568 11.556 11.561 11.524    0.049 0.049 0.034 0.034 0.025  A 15340
   2499.89448 12.206 12.220 12.248 12.292 12.300    0.045 0.045 0.032 0.031 0.024  A 15760
   2502.88506 12.284 12.294 12.255 12.271 12.266    0.048 0.049 0.039 0.036 0.024  A 16331
   2519.87436 12.200 12.228 12.246 12.265 12.260    0.044 0.041 0.024 0.022 0.020  A 18101
   2521.86945 12.236 12.226 12.243 12.248 12.291    0.044 0.045 0.042 0.047 0.049  A 18497
   2539.79453 12.028 12.124 12.214 12.254 12.324    0.053 0.051 0.038 0.042 0.041  A 19588
   2545.77538 11.460 11.449 11.421 11.420 11.421    0.079 0.062 0.041 0.037 0.034  A 20232
   2550.89975 11.496 11.558 11.529 11.526 11.580    0.056 0.057 0.044 0.054 0.048  A 20888
   2552.82349 12.146 12.143 12.178 12.210 12.289    0.034 0.036 0.023 0.019 0.019  A 21224
   2554.80780 12.121 12.087 12.095 12.088 12.110    0.090 0.079 0.064 0.078 0.082  B 21582
   2557.76674 11.938 11.911 11.912 11.931 11.980    0.046 0.046 0.033 0.027 0.021  A 21925
   2559.78489 11.409 11.412 11.446 11.471 11.486    0.050 0.043 0.028 0.027 0.025  A 22292
   2561.78813 12.284 12.333 12.333 12.351 12.382    0.037 0.042 0.048 0.038 0.034  A 22620
   2563.77343 12.185 12.142 12.086 12.058 12.078    0.043 0.037 0.027 0.025 0.025  A 22973
   2565.78111 11.657 11.680 11.689 11.690 11.746    0.084 0.070 0.046 0.037 0.037  A 23334
   2578.75557 12.308 12.296 12.303 12.334 12.336    0.037 0.042 0.028 0.027 0.025  A 24997
   2623.68066 12.240 12.270 12.287 12.281 12.284    0.033 0.040 0.028 0.030 0.024  A 30150
   2625.66846 12.016 12.056 12.035 12.019 12.055    0.025 0.038 0.029 0.026 0.021  A 30427
   2628.66314 12.092 12.049 12.028 12.027 12.059    0.042 0.040 0.034 0.029 0.045  A 30732
   2643.61292 12.289 12.270 12.266 12.225 12.176    0.031 0.035 0.029 0.029 0.026  A 33410
   2647.63973 11.840 11.792 11.832 11.855 11.843    0.050 0.056 0.048 0.045 0.042  A 34015
   2650.61610 11.780 11.826 11.828 11.843 11.877    0.023 0.033 0.024 0.021 0.018  A 34271
   2791.46624 29.999 29.999 29.999 29.999 29.999    0.036 0.040 0.031 0.030 0.028  C 57479
   2833.94017 11.498 11.467 11.455 11.431 11.437    0.031 0.037 0.023 0.027 0.020  A 63241
   2854.91533 12.037 12.074 12.097 12.109 12.111    0.029 0.033 0.020 0.018 0.017  A 66000
   2858.93523 12.063 12.086 12.079 12.078 12.092    0.056 0.049 0.028 0.025 0.029  A 66449
   2861.90381 11.886 11.869 11.830 11.812 11.863    0.051 0.048 0.032 0.034 0.026  A 67075
   2867.90422 11.534 11.573 11.568 11.549 11.538    0.028 0.033 0.022 0.018 0.021  A 67876
   2884.84367 11.476 11.491 11.499 11.489 11.486    0.051 0.038 0.029 0.030 0.028  A 69905
   2912.83227 11.521 11.494 11.497 11.498 11.497    0.057 0.094 0.143 0.185 0.172  D 74182
   2918.85133 29.999 29.999 29.999 29.999 29.999    0.027 0.029 0.020 0.020 0.026  C 74978
   2922.75481 11.971 12.008 11.965 11.921 11.902    0.054 0.049 0.033 0.030 0.031  A 75320
   2924.81955 11.936 11.890 11.903 11.902 11.931    0.026 0.040 0.032 0.029 0.027  A 75705
   2927.77821 11.792 11.797 11.824 11.858 11.894    0.025 0.036 0.026 0.025 0.021  A 76064
   2932.81057 11.620 11.675 11.687 11.701 11.707    0.027 0.035 0.028 0.029 0.023  A 76969
   2950.73938 12.028 12.000 12.014 12.051 12.070    0.024 0.029 0.020 0.017 0.016  A 79486
   3355.66556 12.266 12.224 12.217 12.205 12.218    0.064 0.039 0.025 0.026 0.028  A 124372
   3383.73278 12.201 12.161 12.111 12.074 12.066    0.050 0.034 0.027 0.027 0.029  A 125790
   3385.81553 12.202 12.236 12.199 12.173 12.162    0.062 0.052 0.043 0.040 0.040  A 126096
   3388.57308 12.118 12.184 12.163 12.156 12.167    0.040 0.034 0.022 0.020 0.021  A 126425
   3390.62417 11.751 11.773 11.771 11.757 11.729    0.074 0.058 0.046 0.044 0.044  A 126717
   3392.71059 11.561 11.553 11.580 11.623 11.617    0.142 0.138 0.133 0.133 0.138  B 126964
   3395.70661 11.636 11.655 11.643 11.617 11.596    0.050 0.034 0.025 0.027 0.025  A 127282
   3397.75916 11.957 11.943 11.957 11.984 12.018    0.033 0.030 0.019 0.017 0.017  A 127544
   3399.82135 12.344 12.347 12.364 12.356 12.447    0.053 0.045 0.032 0.030 0.029  A 127825
   3405.55568 12.236 12.154 12.166 12.183 12.226    0.074 0.052 0.034 0.026 0.025  A 128533
   3409.58916 11.709 11.663 11.627 11.604 11.643    0.093 0.049 0.031 0.032 0.032  A 129170
   3411.63904 12.255 12.273 12.262 12.246 12.257    0.033 0.031 0.022 0.023 0.026  A 129482
   3413.68632 12.204 12.202 12.171 12.146 12.150    0.048 0.041 0.025 0.025 0.021  A 129798
   3415.69961 11.873 11.931 11.941 11.957 11.953    0.055 0.034 0.023 0.025 0.027  A 130130
   3417.68838 11.795 11.759 11.739 11.752 11.820    0.085 0.043 0.037 0.038 0.042  A 130438
   3419.67456 12.149 12.187 12.212 12.245 12.261    0.060 0.041 0.027 0.025 0.022  A 130751
   3421.69994 12.063 12.049 12.055 12.081 12.159    0.059 0.045 0.033 0.031 0.030  A 131067
   3423.67859 11.573 11.542 11.527 11.555 11.585    0.055 0.050 0.042 0.042 0.041  A 131391
   3425.70558 12.238 12.231 12.233 12.262 12.329    0.043 0.038 0.033 0.029 0.032  A 131700
   3427.73488 12.117 12.090 12.050 12.039 12.051    0.043 0.032 0.021 0.028 0.032  A 132027
   3431.68520 11.751 11.710 11.679 11.653 11.661    0.076 0.046 0.036 0.033 0.033  A 132377
   3433.70749 12.244 12.263 12.233 12.234 12.311    0.058 0.043 0.033 0.032 0.031  A 132708
   3436.70589 12.268 12.298 12.284 12.324 12.363    0.030 0.029 0.019 0.017 0.015  A 133011
   3439.68704 12.283 12.252 12.226 12.230 12.238    0.051 0.038 0.027 0.029 0.022  A 133346
   3443.52147 11.425 11.472 11.455 11.453 11.455    0.187 0.087 0.039 0.032 0.028  B 133704
   3445.55342 12.346 12.368 12.344 12.332 12.369    0.047 0.036 0.025 0.025 0.026  A 134071
   3447.56741 12.173 12.142 12.132 12.146 12.165    0.060 0.056 0.031 0.027 0.031  A 134713
   3449.59086 11.771 11.768 11.762 11.752 11.758    0.054 0.046 0.035 0.033 0.042  A 135050
   3453.65537 12.353 12.406 12.469 12.542 12.620    0.060 0.049 0.033 0.033 0.031  A 135652
   3455.64577 12.134 12.083 12.098 12.104 12.083    0.037 0.034 0.024 0.019 0.016  A 136008
   3457.65380 11.648 11.661 11.649 11.630 11.617    0.054 0.040 0.025 0.031 0.032  A 136363
   3459.64813 12.172 12.184 12.160 12.129 12.125    0.038 0.040 0.028 0.026 0.026  A 136719
   3462.52786 12.310 12.303 12.291 12.253 12.199    0.036 0.032 0.021 0.021 0.025  A 137131
   3464.59793 12.202 12.253 12.256 12.243 12.258    0.051 0.047 0.031 0.027 0.023  A 137478
   3466.61028 11.951 11.962 11.944 11.940 11.951    0.043 0.038 0.025 0.022 0.026  A 137820
   3469.60725 12.076 12.062 12.088 12.137 12.178    0.052 0.036 0.026 0.023 0.023  A 138239
   3471.61883 11.629 11.611 11.624 11.641 11.663    0.045 0.032 0.022 0.020 0.021  A 138567
   3473.61660 12.311 12.371 12.336 12.341 12.401    0.038 0.034 0.020 0.018 0.018  A 138871
   3476.53680 12.289 12.352 12.340 12.347 12.333    0.057 0.049 0.035 0.030 0.023  A 139342
   3478.56072 12.115 12.140 12.147 12.128 12.169    0.046 0.034 0.026 0.024 0.026  A 139695
   3480.58299 11.933 11.942 11.936 11.929 11.938    0.049 0.037 0.028 0.027 0.034  A 139984
   3483.52115 11.844 11.836 11.797 11.760 11.751    0.056 0.044 0.038 0.040 0.047  A 140456
   3489.53477 12.072 12.096 12.064 12.051 12.074    0.055 0.038 0.026 0.028 0.030  A 140916
   3491.55049 11.646 11.684 11.663 11.647 11.650    0.059 0.041 0.025 0.028 0.035  A 141280
   3495.54958 12.229 12.193 12.253 12.320 12.320    0.060 0.038 0.024 0.027 0.030  A 141607
   3499.52170 11.563 11.560 11.555 11.574 11.610    0.040 0.033 0.024 0.028 0.030  A 142080
   3501.52949 12.409 12.358 12.341 12.328 12.336    0.040 0.032 0.024 0.022 0.028  A 142416
   3503.53872 12.117 12.094 12.092 12.092 12.101    0.053 0.038 0.028 0.031 0.034  A 142775
   3509.49629 12.209 12.261 12.246 12.257 12.260    0.045 0.041 0.028 0.030 0.040  A 143378
   3513.47035 12.083 12.091 12.091 12.113 12.157    0.040 0.034 0.019 0.016 0.021  A 143969
   3517.47131 11.955 11.978 12.010 12.041 12.080    0.054 0.041 0.028 0.022 0.019  A 144283
   3521.47163 12.160 12.202 12.239 12.293 12.312    0.108 0.079 0.073 0.070 0.070  B 144785
   3526.45950 12.165 12.151 12.147 12.134 12.136    0.036 0.029 0.022 0.022 0.024  A 145618
   3529.46034 12.156 12.152 12.180 12.200 12.197    0.117 0.071 0.057 0.063 0.058  B 146134
   3563.94176 11.939 12.029 12.020 11.986 11.962    0.053 0.044 0.029 0.031 0.032  A 150188
   3575.94017 12.362 12.351 12.393 12.443 12.465    0.042 0.039 0.025 0.021 0.022  A 151576
   3590.92807 11.543 11.534 11.544 11.555 11.566    0.068 0.044 0.030 0.029 0.028  A 154110
   3601.91507 12.179 12.195 12.119 12.045 11.991    0.053 0.038 0.026 0.025 0.025  A 155649
   3619.85543 11.854 11.863 11.847 11.842 11.857    0.054 0.039 0.027 0.025 0.026  A 157502
   3622.89026 11.952 11.948 11.905 11.892 11.938    0.041 0.031 0.020 0.019 0.019  A 157990
   3626.87071 12.243 12.259 12.268 12.253 12.228    0.039 0.036 0.023 0.019 0.018  A 158395
   3630.84560 11.621 11.616 11.585 11.581 11.609    0.044 0.035 0.022 0.020 0.018  A 158859
   3634.85695 12.219 12.176 12.176 12.181 12.179    0.052 0.036 0.022 0.021 0.023  A 159451
   3638.88014 11.485 11.431 11.444 11.434 11.455    0.054 0.043 0.027 0.022 0.021  A 159860
   3641.87009 11.579 11.593 11.606 11.607 11.618    0.045 0.038 0.024 0.020 0.019  A 160253
   3646.87581 12.263 12.276 12.296 12.311 12.362    0.047 0.042 0.026 0.020 0.017  A 160838
   3650.80710 11.743 11.772 11.763 11.761 11.781    0.046 0.035 0.023 0.020 0.020  A 161370
   3653.83942 11.924 11.954 11.942 11.924 11.943    0.057 0.036 0.028 0.028 0.032  A 161809
   3659.82737 12.112 12.060 12.072 12.092 12.096    0.045 0.036 0.022 0.019 0.019  A 162693
   3662.86826 12.290 12.290 12.299 12.297 12.343    0.035 0.030 0.021 0.019 0.019  A 163145
   3665.83156 12.206 12.259 12.233 12.237 12.239    0.071 0.036 0.026 0.023 0.025  A 163569
   3669.81570 11.375 11.431 11.402 11.400 11.392    0.038 0.036 0.021 0.017 0.016  A 164034
   3672.80299 11.452 11.463 11.446 11.452 11.470    0.043 0.033 0.020 0.016 0.015  A 164455
   3675.79020 11.447 11.530 11.513 11.499 11.496    0.052 0.037 0.023 0.019 0.018  A 164881
   3680.80439 12.140 12.184 12.157 12.138 12.124    0.042 0.033 0.021 0.019 0.016  A 165405
   3703.73848 11.424 11.451 11.424 11.404 11.412    0.048 0.037 0.025 0.023 0.024  A 168463
   3706.71442 11.424 11.413 11.422 11.412 11.414    0.054 0.044 0.036 0.031 0.032  A 168867
   3711.75652 12.098 12.165 12.126 12.113 12.141    0.036 0.032 0.021 0.017 0.018  A 169304
   3713.73421 12.216 12.220 12.212 12.200 12.212    0.069 0.050 0.033 0.028 0.033  A 169582
   3716.68366 12.159 12.162 12.134 12.118 12.118    0.045 0.036 0.026 0.023 0.022  A 169961
   3718.74890 12.012 12.002 12.002 12.018 12.029    0.043 0.034 0.026 0.024 0.026  A 170238
   3721.65317 11.951 12.030 12.002 12.034 12.072    0.048 0.034 0.024 0.023 0.025  A 170575
   3724.69621 12.164 12.189 12.161 12.122 12.092    0.061 0.040 0.031 0.030 0.032  A 170894
   3726.78853 12.129 12.076 12.068 12.091 12.131    0.035 0.031 0.023 0.021 0.026  A 171186
   3730.65594 12.257 12.314 12.362 12.422 12.508    0.088 0.056 0.038 0.033 0.036  A 171557
   3733.69445 12.348 12.306 12.306 12.294 12.271    0.044 0.033 0.020 0.019 0.021  A 171955
   3736.68239 12.365 12.385 12.391 12.382 12.357    0.065 0.041 0.027 0.021 0.025  A 172366
   3743.77011 12.005 12.032 99.999 99.999 99.999    0.043 0.034 0.027 0.025 0.029  C 173324
   3746.66830 11.851 11.804 11.830 11.847 11.866    0.049 0.037 0.026 0.025 0.023  A 173685
   3748.76207 11.488 11.521 11.494 11.500 11.490    0.041 0.035 0.025 0.025 0.027  A 173996
   3751.65014 11.612 11.539 11.492 11.474 11.440    0.040 0.032 0.026 0.023 0.023  A 174382
   3753.73287 12.334 12.278 12.272 12.264 12.322    0.041 0.029 0.024 0.026 0.026  A 174681
   3755.78342 12.253 12.230 12.187 12.155 12.161    0.044 0.029 0.021 0.020 0.020  A 174969
   3758.61925 12.121 12.148 12.099 12.079 12.069    0.049 0.035 0.025 0.025 0.027  A 175336
   3760.68145 11.847 11.842 11.828 11.807 11.822    0.050 0.035 0.024 0.023 0.029  A 175636
   3762.77733 11.547 11.578 11.584 11.607 11.611    0.068 0.048 0.035 0.030 0.033  A 175919
   3765.61437 11.610 11.566 11.580 11.593 11.626    0.048 0.040 0.025 0.027 0.028  A 176287
   3767.70678 12.239 12.171 12.166 12.190 12.194    0.056 0.038 0.029 0.028 0.030  A 176593
   3770.57931 12.420 12.431 12.393 12.312 12.300    0.056 0.048 0.036 0.036 0.042  A 176952
   3772.65724 12.179 12.147 12.129 12.111 12.132    0.080 0.065 0.039 0.032 0.027  A 177219
   3774.72909 11.996 12.019 12.050 12.099 12.161    0.057 0.041 0.026 0.025 0.028  A 177536
   3776.75798 11.586 11.547 11.547 11.567 11.589    0.060 0.041 0.030 0.028 0.030  A 177834
   3779.57896 12.098 12.141 12.138 12.191 12.240    0.053 0.043 0.031 0.025 0.023  A 178232
   3787.54467 12.317 12.348 12.303 12.287 12.271    0.070 0.049 0.032 0.029 0.031  A 178808
   3789.60651 12.222 12.236 12.214 12.210 12.249    0.051 0.049 0.038 0.031 0.034  A 179102
   3791.64549 11.882 11.912 11.903 11.888 11.893    0.042 0.035 0.026 0.027 0.029  A 179404
   3793.68757 11.471 11.463 11.470 11.453 11.475    0.064 0.045 0.028 0.025 0.023  A 179709
   3796.57013 11.686 11.715 11.654 11.648 11.657    0.062 0.036 0.027 0.024 0.028  A 180097
   3798.61888 12.356 12.353 12.340 12.367 12.409    0.058 0.051 0.037 0.036 0.035  A 180393
   3800.61921 12.113 12.105 12.107 12.083 12.067    0.045 0.037 0.026 0.027 0.023  A 180666
   3803.59959 12.098 12.065 12.047 12.003 12.009    0.049 0.032 0.022 0.020 0.021  A 181014
   3805.62068 11.805 11.754 11.790 11.850 11.889    0.071 0.042 0.029 0.031 0.039  A 181310
   3808.63793 11.921 11.902 11.852 11.839 11.840    0.044 0.032 0.026 0.028 0.025  A 181660
   3810.64216 11.403 11.469 11.467 11.475 11.483    0.042 0.033 0.021 0.020 0.020  A 181983
   3812.64848 12.259 12.235 12.256 12.275 12.351    0.043 0.036 0.027 0.022 0.028  A 182306
   3814.64451 12.028 12.118 12.154 12.166 12.148    0.035 0.029 0.022 0.026 0.028  A 182620
   3816.67806 11.834 11.815 11.824 11.829 11.851    0.045 0.035 0.027 0.023 0.028  A 182946
   3819.53628 11.565 11.542 11.526 11.507 11.493    0.106 0.088 0.061 0.053 0.042  A 183382
   3821.59140 12.091 12.115 12.127 12.153 12.186    0.054 0.034 0.026 0.025 0.028  A 183723
   3825.63531 12.111 12.079 12.062 12.080 99.999    0.041 0.033 0.025 0.024 0.025  C 184400
   3828.51362 11.888 11.812 11.807 11.794 11.838    0.043 0.036 0.028 0.023 0.022  A 184868
   3830.57786 11.572 11.588 11.577 11.565 11.590    0.038 0.030 0.022 0.021 0.024  A 185223
   3832.58896 12.268 12.273 12.274 12.285 12.304    0.075 0.045 0.027 0.026 0.031  A 185582
   3834.58705 12.161 12.150 12.144 12.144 12.131    0.060 0.049 0.029 0.022 0.025  A 185926
   3836.60431 11.869 11.844 11.878 11.916 11.971    0.032 0.032 0.020 0.020 0.021  A 186273
   3847.54905 11.585 11.600 11.618 11.642 11.700    0.049 0.043 0.027 0.024 0.024  A 186737
   3850.50471 11.608 11.606 11.582 11.556 11.564    0.039 0.039 0.028 0.028 0.029  A 187214
   3852.51874 12.312 12.298 12.290 12.300 12.332    0.048 0.033 0.023 0.022 0.028  A 187565
   3854.52700 12.280 12.271 12.276 12.322 12.396    0.041 0.033 0.029 0.026 0.026  A 187933
   3857.53993 29.999 29.999 29.999 29.999 29.999    0.096 0.094 0.092 0.093 0.093  C 188338
   3860.49717 99.999 99.999 99.999 99.999 99.999    0.054 0.035 0.023 0.024 0.028  C 188787
   3862.50063 12.168 12.124 12.130 12.149 12.192    0.044 0.032 0.025 0.024 0.025  A 189153
   3864.52916 11.600 11.602 11.600 11.595 11.589    0.047 0.036 0.030 0.027 0.030  A 189498
